sample_idx,unix_t,offset_s,gpu_power_watts
305,1783740747.9478316,6.1554,176.334
306,1783740747.9679854,6.1755,176.334
307,1783740747.9881296,6.1957,176.334
308,1783740748.008256,6.2158,176.266
309,1783740748.0284004,6.2359,176.266
310,1783740748.048585,6.2561,176.266
311,1783740748.0687656,6.2763,176.266
312,1783740748.0889394,6.2965,176.266
313,1783740748.1091292,6.3167,176.647
314,1783740748.1292849,6.3368,176.647
315,1783740748.1495245,6.3571,176.647
316,1783740748.1697836,6.3773,176.647
317,1783740748.1899726,6.3975,176.647
318,1783740748.2101219,6.4177,176.448
319,1783740748.2302766,6.4378,176.448
320,1783740748.2504175,6.4580,176.448
321,1783740748.2705896,6.4781,176.448
322,1783740748.2907917,6.4983,176.448
323,1783740748.310975,6.5185,176.451
324,1783740748.331125,6.5387,176.451
325,1783740748.35126,6.5588,176.451
326,1783740748.3714395,6.5790,176.451
327,1783740748.3916216,6.5992,176.451
328,1783740748.411802,6.6193,176.432
329,1783740748.4319427,6.6395,176.432
330,1783740748.4520936,6.6596,176.432
331,1783740748.4723296,6.6799,176.432
332,1783740748.4924798,6.7000,176.432
333,1783740748.5126998,6.7202,176.434
334,1783740748.5329146,6.7404,176.434
335,1783740748.5530617,6.7606,176.434
336,1783740748.5732465,6.7808,176.434
337,1783740748.5933652,6.8009,176.434
338,1783740748.6135235,6.8211,176.451
339,1783740748.6336694,6.8412,176.451
340,1783740748.6538155,6.8613,176.451
341,1783740748.6739607,6.8815,176.451
342,1783740748.6941419,6.9017,176.451
343,1783740748.7143013,6.9218,176.497
344,1783740748.7344525,6.9420,176.497
345,1783740748.754614,6.9621,176.497
346,1783740748.7747676,6.9823,176.497
347,1783740748.7949328,7.0025,176.497
348,1783740748.8151145,7.0226,176.49
349,1783740748.8352928,7.0428,176.49
350,1783740748.8554468,7.0630,176.49
351,1783740748.875595,7.0831,176.49
352,1783740748.895772,7.1033,176.49
353,1783740748.9159343,7.1235,176.515
354,1783740748.9360993,7.1436,176.515
355,1783740748.9562478,7.1638,176.515
356,1783740748.976415,7.1839,176.515
357,1783740748.9965527,7.2041,176.515
358,1783740749.0166898,7.2242,176.497
359,1783740749.0368543,7.2444,176.497
360,1783740749.0570009,7.2645,176.497
361,1783740749.077141,7.2847,176.497
362,1783740749.0973158,7.3048,176.497
363,1783740749.1174672,7.3250,176.526
364,1783740749.1376505,7.3452,176.526
365,1783740749.157813,7.3653,176.526
366,1783740749.178002,7.3855,176.526
367,1783740749.1981852,7.4057,176.526
368,1783740749.2183383,7.4259,176.823
369,1783740749.2385275,7.4461,176.823
370,1783740749.2586703,7.4662,176.823
371,1783740749.2788577,7.4864,176.823
372,1783740749.2990134,7.5065,176.823
373,1783740749.319195,7.5267,176.87
374,1783740749.339338,7.5469,176.87
375,1783740749.3594775,7.5670,176.87
376,1783740749.379629,7.5872,176.87
377,1783740749.3997862,7.6073,176.87
378,1783740749.4199593,7.6275,176.849
379,1783740749.4401357,7.6477,176.849
380,1783740749.4602861,7.6678,176.849
381,1783740749.4804544,7.6880,176.849
382,1783740749.5006325,7.7082,176.849
383,1783740749.5207665,7.7283,176.834
384,1783740749.5409164,7.7484,176.834
385,1783740749.5611033,7.7686,176.834
386,1783740749.581311,7.7888,176.834
387,1783740749.6014738,7.8090,176.834
388,1783740749.6216297,7.8292,176.903
389,1783740749.6418128,7.8493,176.903
390,1783740749.6620212,7.8696,176.903
391,1783740749.6821773,7.8897,176.903
392,1783740749.702343,7.9099,176.903
393,1783740749.7224944,7.9300,176.87
394,1783740749.7426693,7.9502,176.87
395,1783740749.7628741,7.9704,176.87
396,1783740749.783019,7.9906,176.87
397,1783740749.8031957,8.0107,176.87
398,1783740749.8233764,8.0309,176.849
399,1783740749.843537,8.0511,176.849
400,1783740749.8637385,8.0713,176.849
401,1783740749.8838987,8.0914,176.849
402,1783740749.9041076,8.1116,176.736
403,1783740749.9242907,8.1318,176.736
404,1783740749.9444327,8.1520,176.736
405,1783740749.964582,8.1721,176.736
406,1783740749.984766,8.1923,176.736
407,1783740750.004918,8.2125,176.77
408,1783740750.0250773,8.2326,176.77
409,1783740750.0452232,8.2528,176.77
410,1783740750.0653892,8.2729,176.77
411,1783740750.0855877,8.2931,176.77
412,1783740750.1057613,8.3133,176.721
413,1783740750.1259165,8.3334,176.721
414,1783740750.1460633,8.3536,176.721
415,1783740750.1662507,8.3738,176.721
416,1783740750.1863923,8.3939,176.721
417,1783740750.2065413,8.4141,176.727
418,1783740750.2266881,8.4342,176.727
419,1783740750.246865,8.4544,176.727
420,1783740750.2670105,8.4745,176.727
421,1783740750.2872143,8.4947,176.727
422,1783740750.307418,8.5150,176.723
423,1783740750.3276057,8.5351,176.723
424,1783740750.3477514,8.5553,176.723
425,1783740750.367923,8.5755,176.723
426,1783740750.3881156,8.5956,176.723
427,1783740750.4082787,8.6158,176.8
428,1783740750.4284225,8.6360,176.8
429,1783740750.4485753,8.6561,176.8
430,1783740750.4687443,8.6763,176.8
431,1783740750.4889414,8.6965,176.8
432,1783740750.5090952,8.7166,176.794
433,1783740750.5292535,8.7368,176.794
434,1783740750.549418,8.7570,176.794
435,1783740750.569597,8.7771,176.794
436,1783740750.5897665,8.7973,176.794
437,1783740750.6099143,8.8174,176.727
438,1783740750.630055,8.8376,176.727
439,1783740750.650232,8.8578,176.727
440,1783740750.6703796,8.8779,176.727
441,1783740750.6905303,8.8981,176.727
442,1783740750.7107067,8.9182,176.752
443,1783740750.7308733,8.9384,176.752
444,1783740750.751059,8.9586,176.752
445,1783740750.7712505,8.9788,176.752
446,1783740750.79142,8.9990,176.752
447,1783740750.8115754,9.0191,176.742
448,1783740750.8317437,9.0393,176.742
449,1783740750.851887,9.0594,176.742
450,1783740750.872059,9.0796,176.742
451,1783740750.8923175,9.0999,176.742
452,1783740750.9125288,9.1201,176.8
453,1783740750.9326713,9.1402,176.8
454,1783740750.9529212,9.1605,176.8
455,1783740750.9730744,9.1806,176.8
456,1783740750.9932482,9.2008,176.8
457,1783740751.0134559,9.2210,176.657
458,1783740751.033592,9.2411,176.657
459,1783740751.053767,9.2613,176.657
460,1783740751.073957,9.2815,176.657
461,1783740751.094138,9.3017,176.657
462,1783740751.1143038,9.3218,176.699
463,1783740751.1344457,9.3420,176.699
464,1783740751.1546435,9.3622,176.699
465,1783740751.1747947,9.3823,176.699
466,1783740751.1949456,9.4025,176.699
467,1783740751.215088,9.4226,176.682
468,1783740751.2352352,9.4428,176.682
469,1783740751.2553892,9.4629,176.682
470,1783740751.2755337,9.4831,176.682
471,1783740751.2956932,9.5032,176.682
472,1783740751.315915,9.5234,176.719
473,1783740751.3360715,9.5436,176.719
474,1783740751.3562398,9.5638,176.719
475,1783740751.3764184,9.5840,176.719
476,1783740751.3965902,9.6041,176.719
477,1783740751.4167767,9.6243,176.718
478,1783740751.436934,9.6445,176.718
479,1783740751.4570715,9.6646,176.718
480,1783740751.4772239,9.6848,176.718
481,1783740751.4974146,9.7049,176.718
482,1783740751.51765,9.7252,176.737
483,1783740751.5378218,9.7454,176.737
484,1783740751.5579624,9.7655,176.737
485,1783740751.5781105,9.7856,176.737
486,1783740751.5982392,9.8058,176.737
487,1783740751.6184137,9.8259,176.751
488,1783740751.638575,9.8461,176.751
489,1783740751.6587794,9.8663,176.751
490,1783740751.6789317,9.8865,176.751
491,1783740751.6990662,9.9066,176.751
492,1783740751.7192254,9.9268,176.754
493,1783740751.7394092,9.9469,176.754
494,1783740751.7595804,9.9671,176.754
495,1783740751.779745,9.9873,176.754
