t,W
1783748486.677190,153.528
1783748486.697335,153.981
1783748486.717472,153.981
1783748486.737605,153.981
1783748486.757789,153.981
1783748486.777930,153.981
1783748486.798067,153.552
1783748486.818199,153.552
1783748486.838339,153.552
1783748486.858481,153.552
1783748486.878620,153.552
1783748486.898755,153.488
1783748486.918874,153.488
1783748486.939009,153.488
1783748486.959144,153.488
1783748486.979279,153.488
1783748486.999413,153.508
1783748487.019547,153.508
1783748487.039695,153.508
1783748487.059895,153.508
1783748487.080000,153.508
1783748487.100135,153.593
1783748487.120274,153.593
1783748487.140415,153.593
1783748487.160551,153.593
1783748487.180686,153.593
1783748487.200831,153.640
1783748487.220968,153.640
1783748487.241098,153.640
1783748487.261230,153.640
1783748487.281368,153.640
1783748487.301507,153.928
1783748487.321640,153.928
1783748487.341780,153.928
1783748487.361923,153.928
1783748487.382032,153.928
1783748487.402198,153.927
1783748487.422334,153.927
1783748487.442466,153.927
1783748487.462603,153.927
1783748487.482771,153.927
1783748487.502906,153.998
1783748487.523041,153.998
1783748487.543182,153.998
1783748487.563319,153.998
1783748487.583454,153.998
1783748487.603591,154.141
1783748487.623768,154.141
1783748487.643936,154.141
1783748487.664069,154.141
1783748487.684205,154.141
1783748487.704340,153.106
1783748487.724476,153.106
1783748487.744609,153.106
1783748487.764798,153.106
1783748487.784939,153.106
1783748487.805078,153.215
1783748487.825210,153.215
1783748487.845349,153.215
1783748487.865492,153.215
1783748487.885634,153.215
1783748487.905769,153.479
1783748487.925906,153.479
1783748487.946042,153.479
1783748487.966180,153.479
1783748487.986316,153.479
1783748488.006452,153.150
1783748488.026587,153.150
1783748488.046781,153.150
1783748488.066916,153.150
1783748488.087050,153.150
1783748488.107185,153.130
1783748488.127326,153.130
1783748488.147468,153.130
1783748488.167602,153.130
1783748488.187781,153.130
1783748488.207925,153.165
1783748488.228063,153.165
1783748488.248197,153.165
1783748488.268332,153.165
1783748488.288469,153.165
1783748488.308608,152.812
1783748488.328783,152.812
1783748488.348922,152.812
1783748488.369066,152.812
1783748488.389205,152.812
1783748488.409338,152.963
1783748488.429474,152.963
1783748488.449610,152.963
1783748488.469753,152.963
1783748488.489885,152.963
1783748488.510023,153.231
1783748488.530159,153.231
1783748488.550308,153.231
1783748488.570445,153.231
1783748488.590582,153.231
1783748488.610689,153.007
1783748488.630831,153.007
1783748488.650970,153.007
1783748488.671107,153.007
1783748488.691275,153.007
1783748488.711423,153.662
1783748488.731562,153.662
1783748488.751697,153.662
1783748488.771876,153.662
1783748488.792016,153.885
1783748488.812156,153.885
1783748488.832292,153.885
1783748488.852429,153.885
1783748488.872573,153.885
1783748488.892717,153.727
1783748488.912893,153.727
1783748488.933060,153.727
1783748488.953171,153.727
1783748488.973310,153.727
1783748488.993450,153.758
1783748489.013587,153.758
1783748489.033765,153.758
1783748489.053910,153.758
1783748489.074046,153.758
1783748489.094186,153.586
1783748489.114326,153.586
1783748489.134473,153.586
1783748489.154612,153.586
1783748489.174750,153.586
1783748489.194888,153.576
1783748489.215027,153.576
1783748489.235174,153.576
1783748489.255308,153.576
1783748489.275416,153.576
1783748489.295525,153.600
1783748489.315636,153.600
1783748489.335745,153.600
1783748489.355856,153.600
1783748489.375970,153.600
1783748489.396082,153.355
1783748489.416186,153.355
1783748489.436294,153.355
1783748489.456401,153.355
1783748489.476509,153.355
1783748489.496614,153.344
1783748489.516720,153.344
1783748489.536866,153.344
1783748489.556973,153.344
1783748489.577080,153.344
1783748489.597187,153.507
1783748489.617291,153.507
1783748489.637401,153.507
1783748489.657513,153.507
1783748489.677617,153.507
1783748489.697719,153.530
1783748489.717863,153.530
1783748489.737969,153.530
1783748489.758109,153.530
1783748489.778246,153.530
1783748489.798356,153.512
1783748489.818494,153.512
1783748489.838624,153.512
1783748489.858761,153.512
1783748489.878902,153.512
1783748489.899014,153.609
1783748489.919147,153.609
1783748489.939284,153.609
1783748489.959423,153.609
1783748489.979595,153.609
1783748489.999779,153.452
1783748490.019915,153.452
1783748490.040052,153.452
1783748490.060196,153.452
1783748490.080335,153.452
1783748490.100471,153.361
1783748490.120609,153.361
1783748490.140792,153.361
1783748490.160932,153.361
1783748490.181069,153.361
1783748490.201226,153.335
1783748490.221366,153.335
1783748490.241506,153.335
1783748490.261642,153.335
1783748490.281785,153.335
1783748490.301926,153.413
1783748490.322066,153.413
1783748490.342201,153.413
1783748490.362345,153.413
1783748490.382458,153.413
1783748490.402600,153.464
1783748490.422772,153.464
1783748490.442908,153.464
1783748490.463074,153.464
1783748490.483215,153.464
1783748490.503353,153.603
1783748490.523490,153.603
1783748490.543657,153.603
1783748490.563796,153.603
1783748490.583935,153.603
1783748490.604074,153.451
1783748490.624212,153.451
1783748490.644327,153.451
1783748490.664471,153.451
1783748490.684609,153.451
1783748490.704785,153.670
1783748490.724934,153.670
1783748490.745081,153.670
1783748490.765217,153.670
1783748490.785357,153.670
1783748490.805497,153.926
1783748490.825637,153.926
1783748490.845772,153.926
1783748490.865910,153.926
1783748490.886050,153.926
1783748490.906190,153.868
1783748490.926324,153.868
1783748490.946461,153.868
1783748490.966600,153.868
1783748490.986787,153.868
1783748491.006926,153.547
1783748491.027062,153.547
1783748491.047199,153.547
1783748491.067345,153.547
1783748491.087484,153.547
1783748491.107620,153.611
1783748491.127759,153.611
1783748491.147903,153.611
1783748491.168041,153.611
1783748491.188179,153.611
1783748491.208315,153.609
1783748491.228456,153.609
1783748491.248596,153.609
1783748491.268767,153.609
1783748491.288867,153.609
1783748491.308959,153.707
1783748491.329064,153.707
1783748491.349185,153.707
1783748491.369327,153.707
1783748491.389473,153.707
1783748491.409616,153.876
1783748491.429753,153.876
1783748491.449889,153.876
1783748491.470029,153.876
1783748491.490205,153.876
1783748491.510344,153.893
1783748491.530480,153.893
1783748491.550617,153.893
1783748491.570760,153.893
1783748491.590898,153.893
1783748491.611043,153.920
1783748491.631177,153.920
1783748491.651320,153.920
1783748491.671456,153.920
1783748491.691592,153.920
1783748491.711774,153.867
1783748491.731926,153.867
